motif_id	tf_name	tf_class	tf_family	tf_subfamily
FOXA1_M07960_2.00	FOXA1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA1_M07961_2.00	FOXA1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA1_M07962_2.00	FOXA1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA1_M08028_2.00	FOXA1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA1_M08117_2.00	FOXA1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA1_M08199_2.00	FOXA1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA1_MA0148.4	FOXA1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA2_FOXA2_HUMAN.H11MO.0.A	FOXA2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA2_M07959_2.00	FOXA2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA2_MA0047.3	FOXA2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA3_FOXA3_HUMAN.H11MO.0.B	FOXA3	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXA3_MA1683.1	FOXA3	forkhead/winged helix factors	forkhead box (FOX) factors	FOXA
FOXC1_FOXC1_HUMAN.H11MO.0.C	FOXC1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXC
FOXH1_FOXH1_HUMAN.H11MO.0.A	FOXH1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXH
FOXH1_M08119_2.00	FOXH1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXH
FOXH1_MA0479.1	FOXH1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXH
FOXI1_FOXI1_HUMAN.H11MO.0.B	FOXI1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXI
FOXJ2_FOXJ2_HUMAN.H11MO.0.C	FOXJ2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXJ
FOXJ3_FOXJ3_HUMAN.H11MO.0.A	FOXJ3	forkhead/winged helix factors	forkhead box (FOX) factors	FOXJ
FOXK1_FOXK1_HUMAN.H11MO.0.A	FOXK1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXK
FOXK1_M08120_2.00	FOXK1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXK
FOXK1_MA0852.2	FOXK1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXK
FOXK2_M08118_2.00	FOXK2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXK
FOXK2_MA1103.2	FOXK2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXK
FOXM1_FOXM1_HUMAN.H11MO.0.A	FOXM1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXM
FOXO1_FOXO1_HUMAN.H11MO.0.A	FOXO1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXO
FOXO3_FOXO3_HUMAN.H11MO.0.B	FOXO3	forkhead/winged helix factors	forkhead box (FOX) factors	FOXO
FOXO4_FOXO4_HUMAN.H11MO.0.C	FOXO4	forkhead/winged helix factors	forkhead box (FOX) factors	FOXO
FOXP1_FOXP1_HUMAN.H11MO.0.A	FOXP1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXP
FOXP1_M08115_2.00	FOXP1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXP
FOXP1_MA0481.3	FOXP1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXP
FOXP2_FOXP2_HUMAN.H11MO.0.C	FOXP2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXP
FOXP2_M08116_2.00	FOXP2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXP
FOXP2_MA0593.1	FOXP2	forkhead/winged helix factors	forkhead box (FOX) factors	FOXP
FOXQ1_FOXQ1_HUMAN.H11MO.0.C	FOXQ1	forkhead/winged helix factors	forkhead box (FOX) factors	FOXQ
GABPA_GABPA_HUMAN.H11MO.0.A	GABPA	tryptophan cluster factors	Ets-related factors	Ets-like factors
GABPA_M07952_2.00	GABPA	tryptophan cluster factors	Ets-related factors	Ets-like factors
GABPA_M07953_2.00	GABPA	tryptophan cluster factors	Ets-related factors	Ets-like factors
GABPA_M07954_2.00	GABPA	tryptophan cluster factors	Ets-related factors	Ets-like factors
GABPA_M07955_2.00	GABPA	tryptophan cluster factors	Ets-related factors	Ets-like factors
GABPA_M07956_2.00	GABPA	tryptophan cluster factors	Ets-related factors	Ets-like factors
GABPA_MA0062.3	GABPA	tryptophan cluster factors	Ets-related factors	Ets-like factors
GATA1_GATA1_HUMAN.H11MO.0.A	GATA1	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA1_M07963_2.00	GATA1	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA1_M07964_2.00	GATA1	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA1_M08202_2.00	GATA1	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA1_M08203_2.00	GATA1	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA1_MA0035.4	GATA1	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA1TAL1_MA0140.2	GATA1TAL1	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_GATA2_HUMAN.H11MO.0.A	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_M07966_2.00	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_M07967_2.00	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_M07968_2.00	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_M07969_2.00	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_M07970_2.00	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_M08125_2.00	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA2_MA0036.3	GATA2	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA3_GATA3_HUMAN.H11MO.0.A	GATA3	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA3_M07965_2.00	GATA3	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA4_GATA4_HUMAN.H11MO.0.A	GATA4	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA4_MA0482.2	GATA4	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA6_GATA6_HUMAN.H11MO.0.A	GATA6	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA6_M08124_2.00	GATA6	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GATA6_MA1104.2	GATA6	other C4 zinc finger-type factors	GATA-type zinc fingers	two zinc-finger GATA factors
GCR_GCR_HUMAN.H11MO.0.A	GCR	nuclear receptors with C4 zinc fingers	steroid hormone receptors (NR3)	GR-like receptors (NR3C)
GFI1_GFI1_HUMAN.H11MO.0.C	GFI1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GFI1 factors
GFI1B_GFI1B_HUMAN.H11MO.0.A	GFI1B	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GFI1 factors
GLI3_GLI3_HUMAN.H11MO.0.B	GLI3	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
GLI4_M08394_2.00	GLI4	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF24-like factors
GLIS1_M08345_2.00	GLIS1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	GLI-like factors
GRHL2_GRHL2_HUMAN.H11MO.0.A	GRHL2	Grainyhead domain factors	Grainyhead-related factors	GRH-like proteins
GRHL2_M08129_2.00	GRHL2	Grainyhead domain factors	Grainyhead-related factors	GRH-like proteins
GRHL2_MA1105.2	GRHL2	Grainyhead domain factors	Grainyhead-related factors	GRH-like proteins
GTF3A_M08301_2.00	GTF3A	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
HAND2_MA1638.1	HAND2	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
HEN1_HEN1_HUMAN.H11MO.0.C	HEN1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Tal/HEN-like factors
HIC1_HIC1_HUMAN.H11MO.0.C	HIC1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	hypermethylated in cancer proteins
HIF1A_HIF1A_HUMAN.H11MO.0.C	HIF1A	basic helix-loop-helix (bHLH)	PAS domain factors	Ahr-like factors
HIF1A_M08049_2.00	HIF1A	basic helix-loop-helix (bHLH)	PAS domain factors	Ahr-like factors
HIF1A_MA1106.1	HIF1A	basic helix-loop-helix (bHLH)	PAS domain factors	Ahr-like factors
HINFP_HINFP_HUMAN.H11MO.0.C	HINFP	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	HINFP-like factors
HKR1_M07662_2.00	HKR1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF343-like factors
HLF_HLF_HUMAN.H11MO.0.C	HLF	basic leucine zipper (bZIP) factors	C/EBP-related	PAR factors
HLF_MA0043.3	HLF	basic leucine zipper (bZIP) factors	C/EBP-related	PAR factors
HNF1A_HNF1A_HUMAN.H11MO.0.C	HNF1A	homeo domain factors	POU domain factors	HNF1-like factors
HNF1B_HNF1B_HUMAN.H11MO.0.A	HNF1B	homeo domain factors	POU domain factors	HNF1-like factors
HNF4A_HNF4A_HUMAN.H11MO.0.A	HNF4A	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	HNF-4 (NR2A)
HNF4A_M08219_2.00	HNF4A	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	HNF-4 (NR2A)
HNF4A_M08220_2.00	HNF4A	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	HNF-4 (NR2A)
HNF4A_MA0114.4	HNF4A	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	HNF-4 (NR2A)
HNF4G_HNF4G_HUMAN.H11MO.0.B	HNF4G	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	HNF-4 (NR2A)
HNF4G_M08155_2.00	HNF4G	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	HNF-4 (NR2A)
HNF4G_MA0484.2	HNF4G	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	HNF-4 (NR2A)
HNF6_HNF6_HUMAN.H11MO.0.B	HNF6	homeo domain factors	HD-CUT factors	ONECUT
HOXB13_MA0901.2	HOXB13	homeo domain factors	HOX-related factors	HOX9-13
HSF1_HSF1_HUMAN.H11MO.0.A	HSF1	heat shock factors	HSF factors	N/A
HSF1_M07977_2.00	HSF1	heat shock factors	HSF factors	N/A
HSF2_HSF2_HUMAN.H11MO.0.A	HSF2	heat shock factors	HSF factors	N/A
HTF4_HTF4_HUMAN.H11MO.0.A	HTF4	basic helix-loop-helix factors (bHLH)	E2A-related factors	N/A
HXA1_HXA1_HUMAN.H11MO.0.C	HXA1	homeo domain factors	HOX-related factors	HOX1
HXA10_HXA10_HUMAN.H11MO.0.C	HXA10	homeo domain factors	HOX-related factors	HOX9-13
HXA13_HXA13_HUMAN.H11MO.0.C	HXA13	homeo domain factors	HOX-related factors	HOX9-13
HXA9_HXA9_HUMAN.H11MO.0.B	HXA9	homeo domain factors	HOX-related factors	HOX9-13
HXB13_HXB13_HUMAN.H11MO.0.A	HXB13	homeo domain factors	HOX-related factors	HOX9-13
HXB4_HXB4_HUMAN.H11MO.0.B	HXB4	homeo domain factors	HOX-related factors	HOX4
HXB7_HXB7_HUMAN.H11MO.0.C	HXB7	homeo domain factors	HOX-related factors	HOX6-7
HXB8_HXB8_HUMAN.H11MO.0.C	HXB8	homeo domain factors	HOX-related factors	HOX8
HXC9_HXC9_HUMAN.H11MO.0.C	HXC9	homeo domain factors	HOX-related factors	HOX9-13
IKZF1_IKZF1_HUMAN.H11MO.0.C	IKZF1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	Ikaros
IKZF1_MA1508.1	IKZF1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	Ikaros
IKZF3_M08320_2.00	IKZF3	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	Ikaros
INSM1_INSM1_HUMAN.H11MO.0.C	INSM1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	insulinoma-associated proteins
IRF1_IRF1_HUMAN.H11MO.0.A	IRF1	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF1_M08142_2.00	IRF1	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF2_IRF2_HUMAN.H11MO.0.A	IRF2	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF3_IRF3_HUMAN.H11MO.0.B	IRF3	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF4_IRF4_HUMAN.H11MO.0.A	IRF4	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF4_M07978_2.00	IRF4	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF7_IRF7_HUMAN.H11MO.0.C	IRF7	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF8_IRF8_HUMAN.H11MO.0.B	IRF8	tryptophan cluster factors	interferon-regulatory factors	N/A
IRF9_IRF9_HUMAN.H11MO.0.C	IRF9	tryptophan cluster factors	interferon-regulatory factors	N/A
ISL1_ISL1_HUMAN.H11MO.0.A	ISL1	homeo domain factors	HD-LIM factors	ISL
ITF2_ITF2_HUMAN.H11MO.0.C	ITF2	basic helix-loop-helix factors (bHLH)	E2A-related factors	N/A
JUN_JUN_HUMAN.H11MO.0.A	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_M07834_2.00	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_M07835_2.00	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_M07836_2.00	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_M07837_2.00	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_M07838_2.00	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_M08072_2.00	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_M08073_2.00	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUN_MA0488.1	JUN	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUNB_JUNB_HUMAN.H11MO.0.A	JUNB	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUNB_M07829_2.00	JUNB	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUNB_M08070_2.00	JUNB	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUNB_MA0490.2	JUNB	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_JUND_HUMAN.H11MO.0.A	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M07814_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M07815_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M07816_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M07817_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M07818_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M07819_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M07820_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M08067_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_M08068_2.00	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_MA0491.2	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
JUND_MA0492.1	JUND	basic leucine zipper (bZIP) factors	Jun-related factors	Jun factors
KAISO_KAISO_HUMAN.H11MO.0.A	KAISO	C2H2 zinc finger factors	other factors with up to three adjacent zinc fingers	factors with 2-3 adjacent zinc fingers and a BTB/POZ domain
KLF1_KLF1_HUMAN.H11MO.0.A	KLF1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF1_M08293_2.00	KLF1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF1_MA0493.2	KLF1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF10_M08246_2.00	KLF10	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF10_M08317_2.00	KLF10	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF10_MA1511.2	KLF10	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF12_KLF12_HUMAN.H11MO.0.C	KLF12	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF12_M08299_2.00	KLF12	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF12_MA0742.2	KLF12	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF14_M08398_2.00	KLF14	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF14_MA0740.2	KLF14	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF15_KLF15_HUMAN.H11MO.0.A	KLF15	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF15_M08323_2.00	KLF15	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF15_MA1513.1	KLF15	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF3_KLF3_HUMAN.H11MO.0.B	KLF3	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF4_KLF4_HUMAN.H11MO.0.A	KLF4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF4_M08091_2.00	KLF4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF4_M08243_2.00	KLF4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF4_MA0039.4	KLF4	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF5_KLF5_HUMAN.H11MO.0.A	KLF5	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF5_M08086_2.00	KLF5	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF5_MA0599.1	KLF5	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF6_KLF6_HUMAN.H11MO.0.A	KLF6	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF7_M08298_2.00	KLF7	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF7_MA1959.1	KLF7	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF8_KLF8_HUMAN.H11MO.0.C	KLF8	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF9_KLF9_HUMAN.H11MO.0.C	KLF9	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF9_M08088_2.00	KLF9	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
KLF9_MA1107.2	KLF9	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Krüppel-like factors
LEF1_LEF1_HUMAN.H11MO.0.A	LEF1	high-mobility group (HMG) domain factors	TCF-7-related factors	N/A
LHX2_LHX2_HUMAN.H11MO.0.A	LHX2	homeo domain factors	HD-LIM factors	Lhx-2-like factors
LHX2_MA0700.2	LHX2	homeo domain factors	HD-LIM factors	Lhx-2-like factors
LHX3_LHX3_HUMAN.H11MO.0.C	LHX3	homeo domain factors	HD-LIM factors	Lhx-3-like factors
LYL1_LYL1_HUMAN.H11MO.0.A	LYL1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Tal/HEN-like factors
MAF_MAF_HUMAN.H11MO.0.A	MAF	basic leucine zipper factors (bZIP)	Maf-related factors	large Maf factors
MAFNFE2_MA0501.1	MAFNFE2	basic leucine zipper factors (bZIP)	Maf-related factors	large Maf factors
MAFB_MAFB_HUMAN.H11MO.0.B	MAFB	basic leucine zipper factors (bZIP)	Maf-related factors	large Maf factors
MAFF_M07839_2.00	MAFF	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFF_M08074_2.00	MAFF	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFF_MA0495.3	MAFF	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFF_MAFF_HUMAN.H11MO.0.B	MAFF	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFG_MAFG_HUMAN.H11MO.0.A	MAFG	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFGNFE2L1_MA0089.2	MAFGNFE2L1	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFK_M07840_2.00	MAFK	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFK_M07841_2.00	MAFK	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFK_M08075_2.00	MAFK	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFK_MA0496.3	MAFK	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAFK_MAFK_HUMAN.H11MO.0.A	MAFK	basic leucine zipper factors (bZIP)	Maf-related factors	small Maf factors
MAX_M07791_2.00	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAX_M07792_2.00	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAX_M07793_2.00	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAX_M07794_2.00	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAX_M07795_2.00	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAX_M07796_2.00	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAX_M07797_2.00	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAX_MAX_HUMAN.H11MO.0.A	MAX	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MAZ_M08290_2.00	MAZ	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
MAZ_MA1522.1	MAZ	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
MAZ_MAZ_HUMAN.H11MO.0.A	MAZ	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
MBD2_MBD2_HUMAN.H11MO.0.B	MBD2	N/A	N/A	N/A
MECP2_MECP2_HUMAN.H11MO.0.C	MECP2	N/A	N/A	N/A
MEF2A_M07979_2.00	MEF2A	MADS box factors	regulators of differentiation	MEF-2
MEF2A_M08212_2.00	MEF2A	MADS box factors	regulators of differentiation	MEF-2
MEF2A_M08213_2.00	MEF2A	MADS box factors	regulators of differentiation	MEF-2
MEF2A_MA0052.4	MEF2A	MADS box factors	regulators of differentiation	MEF-2
MEF2A_MEF2A_HUMAN.H11MO.0.A	MEF2A	MADS box factors	regulators of differentiation	MEF-2
MEF2B_MEF2B_HUMAN.H11MO.0.A	MEF2B	MADS box factors	regulators of differentiation	MEF-2
MEF2C_M07980_2.00	MEF2C	MADS box factors	regulators of differentiation	MEF-2
MEF2C_M08149_2.00	MEF2C	MADS box factors	regulators of differentiation	MEF-2
MEF2C_MA0497.1	MEF2C	MADS box factors	regulators of differentiation	MEF-2
MEF2C_MEF2C_HUMAN.H11MO.0.A	MEF2C	MADS box factors	regulators of differentiation	MEF-2
MEF2D_MEF2D_HUMAN.H11MO.0.A	MEF2D	MADS box factors	regulators of differentiation	MEF-2
MEIS1_MA1639.1	MEIS1	homeo domain factors	TALE-type homeo domain factors	MEIS
MEIS1_MEIS1_HUMAN.H11MO.0.A	MEIS1	homeo domain factors	TALE-type homeo domain factors	MEIS
MEIS2_MA1640.1	MEIS2	homeo domain factors	TALE-type homeo domain factors	MEIS
MEIS2_MEIS2_HUMAN.H11MO.0.B	MEIS2	homeo domain factors	TALE-type homeo domain factors	MEIS
MITF_M08058_2.00	MITF	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	TFE3-like factors
MITF_MA0620.3	MITF	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	TFE3-like factors
MITF_MITF_HUMAN.H11MO.0.A	MITF	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	TFE3-like factors
MTF1_MTF1_HUMAN.H11MO.0.C	MTF1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	MTF1-like factors
MXI1_M07790_2.00	MXI1	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Mad1-like factors
MXI1_M08051_2.00	MXI1	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Mad1-like factors
MXI1_M08181_2.00	MXI1	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Mad1-like factors
MXI1_M08182_2.00	MXI1	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Mad1-like factors
MXI1_MA1108.2	MXI1	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Mad1-like factors
MXI1_MXI1_HUMAN.H11MO.0.A	MXI1	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Mad1-like factors
MYB_M08150_2.00	MYB	tryptophan cluster factors	Myb/SANT domain factors	Myb-like factors
MYB_MA0100.3	MYB	tryptophan cluster factors	Myb/SANT domain factors	Myb-like factors
MYB_MYB_HUMAN.H11MO.0.A	MYB	tryptophan cluster factors	Myb/SANT domain factors	Myb-like factors
MYC_M07799_2.00	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_M07800_2.00	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_M07801_2.00	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_M07802_2.00	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_M07803_2.00	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_M07804_2.00	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_M08054_2.00	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_MA0147.3	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYC_MYC_HUMAN.H11MO.0.A	MYC	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYCN_M08053_2.00	MYCN	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
