motif_id	tf_name	tf_class	tf_family	tf_subfamily
MYCN_MA0104.4	MYCN	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYCN_MYCN_HUMAN.H11MO.0.A	MYCN	basic helix-loop-helix factors (bHLH)	bHLH-ZIP factors	Myc/Max factors
MYF5_MA1641.1	MYF5	basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	myogenic transcription factors
MYF6_MYF6_HUMAN.H11MO.0.C	MYF6	basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	myogenic transcription factors
MYNN_M08283_2.00	MYNN	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MYOD1_MA0499.2	MYOD1	basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	myogenic transcription factors
MYOD1_MYOD1_HUMAN.H11MO.0.A	MYOD1	basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	myogenic transcription factors
MYOG_MA0500.2	MYOG	basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	myogenic transcription factors
MYOG_MYOG_HUMAN.H11MO.0.B	MYOG	basic helix-loop-helix factors (bHLH)	MyoD/ASC-related factors	myogenic transcription factors
MZF1_M08236_2.00	MZF1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MZF1_M08286_2.00	MZF1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MZF1_MA0056.2	MZF1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
MZF1_MZF1_HUMAN.H11MO.0.B	MZF1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
NANOG_NANOG_HUMAN.H11MO.0.A	NANOG	homeo domain factors	NK-related factors	NANOG
NDF1_NDF1_HUMAN.H11MO.0.A	NDF1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Neurogenin/Atonal-like factors
NDF2_NDF2_HUMAN.H11MO.0.B	NDF2	basic helix-loop-helix (bHLH) factors	Tal-related factors	Neurogenin/Atonal-like factors
NEUROD1_M08057_2.00	NEUROD1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Neurogenin/Atonal-like factors
NEUROD1_MA1109.1	NEUROD1	basic helix-loop-helix (bHLH) factors	Tal-related factors	Neurogenin/Atonal-like factors
NEUROG2_MA1642.1	NEUROG2	basic helix-loop-helix (bHLH) factors	Tal-related factors	Neurogenin/Atonal-like factors
NF2L1_NF2L1_HUMAN.H11MO.0.C	NF2L1	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
NF2L2_NF2L2_HUMAN.H11MO.0.A	NF2L2	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
NFAC1_NFAC1_HUMAN.H11MO.0.B	NFAC1	Rel homology region (RHR) factors	NFAT-related factors	N/A
NFAC2_NFAC2_HUMAN.H11MO.0.B	NFAC2	Rel homology region (RHR) factors	NFAT-related factors	N/A
NFAC3_NFAC3_HUMAN.H11MO.0.B	NFAC3	Rel homology region (RHR) factors	NFAT-related factors	N/A
NFAC4_NFAC4_HUMAN.H11MO.0.C	NFAC4	Rel homology region (RHR) factors	NFAT-related factors	N/A
NFE2_M07813_2.00	NFE2	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
NFE2_NFE2_HUMAN.H11MO.0.A	NFE2	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
NFIA_NFIA_HUMAN.H11MO.0.C	NFIA	SMAD/NF-1 DNA-binding domain factors	nuclear factor 1	N/A
NFIB_MA1643.1	NFIB	SMAD/NF-1 DNA-binding domain factors	nuclear factor 1	N/A
NFIC_M08164_2.00	NFIC	SMAD/NF-1 DNA-binding domain factors	nuclear factor 1	N/A
NFIC_MA0161.2	NFIC	SMAD/NF-1 DNA-binding domain factors	nuclear factor 1	N/A
NFIC_NFIC_HUMAN.H11MO.0.A	NFIC	SMAD/NF-1 DNA-binding domain factors	nuclear factor 1	N/A
NFIL3_MA0025.2	NFIL3	basic leucine zipper (bZIP) factors	C/EBP-related	PAR factors
NFKB1_NFKB1_HUMAN.H11MO.1.B	NFKB1	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p50 subunit-like factors
NFKB2_NFKB2_HUMAN.H11MO.0.B	NFKB2	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p50 subunit-like factors
NFYA_M08104_2.00	NFYA	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NFYA_MA0060.3	NFYA	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NFYA_NFYA_HUMAN.H11MO.0.A	NFYA	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NFYB_M08178_2.00	NFYB	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NFYB_MA0502.2	NFYB	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NFYB_NFYB_HUMAN.H11MO.0.A	NFYB	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NFYC_MA1644.1	NFYC	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NFYC_NFYC_HUMAN.H11MO.0.A	NFYC	heteromeric CCAAT-binding factors	heteromeric CCAAT-binding factors	N/A
NKX2-2_MA1645.1	NKX2-2	homeo domain factors	NK-related factors	NK-2.2
NKX2-5_MA0063.2	NKX2-5	homeo domain factors	NK-related factors	NK-4
NKX21_NKX21_HUMAN.H11MO.0.A	NKX21	homeo domain factors	NK-related factors	NK-2.1
NKX25_NKX25_HUMAN.H11MO.0.B	NKX25	homeo domain factors	NK-related factors	NK-4
NKX28_NKX28_HUMAN.H11MO.0.C	NKX28	homeo domain factors	NK-related factors	NK-2.2
NKX31_NKX31_HUMAN.H11MO.0.C	NKX31	homeo domain factors	NK-related factors	NK-3
NKX32_NKX32_HUMAN.H11MO.0.C	NKX32	homeo domain factors	NK-related factors	NK-3
NKX61_NKX61_HUMAN.H11MO.0.B	NKX61	homeo domain factors	NK-related factors	NK-6
NOBOX_NOBOX_HUMAN.H11MO.0.C	NOBOX	homeo domain factors	paired-related HD factors	NOBOX
NR1D1_NR1D1_HUMAN.H11MO.0.B	NR1D1	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	Rev-ErbA (NR1D)
NR1H3_NR1H3_HUMAN.H11MO.0.B	NR1H3	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	LXR (NR1H)
NR1H4_M08152_2.00	NR1H4	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	LXR (NR1H)
NR1H4_NR1H4_HUMAN.H11MO.0.B	NR1H4	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	LXR (NR1H)
NR1I2_NR1I2_HUMAN.H11MO.0.C	NR1I2	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	vitamin D receptor (NR1I)
NR1I3_NR1I3_HUMAN.H11MO.0.C	NR1I3	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	vitamin D receptor (NR1I)
NR2C1_NR2C1_HUMAN.H11MO.0.C	NR2C1	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_M07990_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_M07991_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_M07992_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_M08156_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_M08221_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_M08222_2.00	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_MA0504.1	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2C2_NR2C2_HUMAN.H11MO.0.B	NR2C2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	testicular receptors (NR2C)
NR2E3_NR2E3_HUMAN.H11MO.0.C	NR2E3	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	tailless-like receptors (NR2E)
NR2F2_M08157_2.00	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
NR2F2_M08223_2.00	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
NR2F2_M08224_2.00	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
NR2F2_MA1111.1	NR2F2	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	COUP-like receptors (NR2F)
NR3C1_M07986_2.00	NR3C1	nuclear receptors with C4 zinc fingers	steroid hormone receptors (NR3)	GR-like receptors (NR3C)
NR3C1_M07987_2.00	NR3C1	nuclear receptors with C4 zinc fingers	steroid hormone receptors (NR3)	GR-like receptors (NR3C)
NR4A1_M08153_2.00	NR4A1	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	N/A
NR4A1_MA1112.2	NR4A1	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	N/A
NR4A1_NR4A1_HUMAN.H11MO.0.A	NR4A1	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	N/A
NR4A2_NR4A2_HUMAN.H11MO.0.C	NR4A2	nuclear receptors with C4 zinc fingers	NGFI-B-related receptors (NR4)	N/A
NR5A2_NR5A2_HUMAN.H11MO.0.B	NR5A2	nuclear receptors with C4 zinc fingers	FTZ-F1-related receptors (NR5)	N/A
NR6A1_NR6A1_HUMAN.H11MO.0.B	NR6A1	nuclear receptors with C4 zinc fingers	GCNF-related receptors (NR6)	N/A
NRF1_M08177_2.00	NRF1	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
NRF1_NRF1_HUMAN.H11MO.0.A	NRF1	basic leucine zipper (bZIP) factors	Jun-related factors	NF-E2-like factors
OLIG2_OLIG2_HUMAN.H11MO.0.B	OLIG2	basic helix-loop-helix (bHLH) factors	Tal-related factors	Neurogenin/Atonal-like factors
ONECUT1_MA0679.2	ONECUT1	homeo domain factors	HD-CUT factors	ONECUT
OSR2_M08324_2.00	OSR2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
OSR2_MA1646.1	OSR2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
OSR2_OSR2_HUMAN.H11MO.0.C	OSR2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
OTX2_MA0712.2	OTX2	homeo domain factors	paired-related HD factors	OTX
OTX2_OTX2_HUMAN.H11MO.0.A	OTX2	homeo domain factors	paired-related HD factors	OTX
OVOL1_OVOL1_HUMAN.H11MO.0.C	OVOL1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	OVOL-factors
OZF_OZF_HUMAN.H11MO.0.C	OZF	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF146-like factors
P53_P53_HUMAN.H11MO.0.A	P53	p53 domain factors	p53-related factors	N/A
P63_P63_HUMAN.H11MO.0.A	P63	p53 domain factors	p53-related factors	N/A
P73_P73_HUMAN.H11MO.0.A	P73	p53 domain factors	p53-related factors	N/A
PATZ1_M08287_2.00	PATZ1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
PATZ1_MA1961.1	PATZ1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
PATZ1_PATZ1_HUMAN.H11MO.0.C	PATZ1	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	MAZ-like factors
PAX5_M07995_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_M07996_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_M07997_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_M07998_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_M08160_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_M08227_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_M08228_2.00	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_MA0014.3	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX5_PAX5_HUMAN.H11MO.0.A	PAX5	paired box factors	paired domain only	PAX-2-like factors (partial homeobox)
PAX6_PAX6_HUMAN.H11MO.0.C	PAX6	paired box factors	paired plus homeo domain	PAX-4/6
PBX1_PBX1_HUMAN.H11MO.0.A	PBX1	homeo domain factors	TALE-type homeo domain factors	PBX
PBX2_M08134_2.00	PBX2	homeo domain factors	TALE-type homeo domain factors	PBX
PBX2_MA1113.2	PBX2	homeo domain factors	TALE-type homeo domain factors	PBX
PBX2_PBX2_HUMAN.H11MO.0.C	PBX2	homeo domain factors	TALE-type homeo domain factors	PBX
PBX3_M07971_2.00	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
PBX3_M08132_2.00	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
PBX3_MA1114.1	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
PBX3_PBX3_HUMAN.H11MO.0.A	PBX3	homeo domain factors	TALE-type homeo domain factors	PBX
PDX1_PDX1_HUMAN.H11MO.0.A	PDX1	homeo domain factors	HOX-related factors	PDX
PEBB_PEBB_HUMAN.H11MO.0.C	PEBB	N/A	N/A	N/A
PHOX2B_MA0681.2	PHOX2B	homeo domain factors	paired-related HD factors	PHOX
PIT1_PIT1_HUMAN.H11MO.0.C	PIT1	homeo domain factors	POU domain factors	POU1 (Pit1-like factors)
PKNOX1_MA0782.2	PKNOX1	homeo domain factors	TALE-type homeo domain factors	PKNOX
PKNX1_PKNX1_HUMAN.H11MO.0.B	PKNX1	homeo domain factors	TALE-type homeo domain factors	PKNOX
PO2F1_PO2F1_HUMAN.H11MO.0.C	PO2F1	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
PO2F2_PO2F2_HUMAN.H11MO.0.A	PO2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
PO3F1_PO3F1_HUMAN.H11MO.0.C	PO3F1	homeo domain factors	POU domain factors	POU3 (Oct-6-like factors)
PO3F2_PO3F2_HUMAN.H11MO.0.A	PO3F2	homeo domain factors	POU domain factors	POU3 (Oct-6-like factors)
PO5F1_PO5F1_HUMAN.H11MO.0.A	PO5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
POU2F2_M07972_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
POU2F2_M07973_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
POU2F2_M07974_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
POU2F2_M07975_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
POU2F2_M08140_2.00	POU2F2	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
POU2F3_MA0627.2	POU2F3	homeo domain factors	POU domain factors	POU2 (Oct-1/2-like factors)
POU5F1_M07976_2.00	POU5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
POU5F1_M08141_2.00	POU5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
POU5F1_MA1115.1	POU5F1	homeo domain factors	POU domain factors	POU5 (Oct-3/4-like factors)
PPARA_PPARA_HUMAN.H11MO.0.B	PPARA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	PPAR (NR1C)
PPARG_PPARG_HUMAN.H11MO.0.A	PPARG	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	PPAR (NR1C)
PRD14_PRD14_HUMAN.H11MO.0.A	PRD14	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
PRDM1_M07845_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM1_M08083_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM1_M08191_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM1_M08192_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM1_M08276_2.00	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM1_MA0508.3	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM1_PRDM1_HUMAN.H11MO.0.A	PRDM1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	PRDM1-like factors
PRDM6_M08277_2.00	PRDM6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
PRDM6_PRDM6_HUMAN.H11MO.0.C	PRDM6	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
PRDM9_M07610_2.00	PRDM9	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
PRDM9_MA1723.1	PRDM9	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	unclassified
PRGR_PRGR_HUMAN.H11MO.0.A	PRGR	nuclear receptors with C4 zinc fingers	steroid hormone receptors (NR3)	GR-like receptors (NR3C)
PRRX2_PRRX2_HUMAN.H11MO.0.C	PRRX2	homeo domain factors	paired-related HD factors	PRRX
PTF1A_PTF1A_HUMAN.H11MO.0.B	PTF1A	basic helix-loop-helix (bHLH) factors	Tal-related factors	Twist-like factors
RARA_RARA_HUMAN.H11MO.0.A	RARA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	retinoic acid receptors (NR1B)
RARG_RARG_HUMAN.H11MO.0.B	RARG	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	retinoic acid receptors (NR1B)
RBAK_M07595_2.00	RBAK	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	ZNF12-like factors
RBPJ_M08105_2.00	RBPJ	Rel homology region (RHR) factors	CSL-related factors	M
RBPJ_MA1116.1	RBPJ	Rel homology region (RHR) factors	CSL-related factors	M
REL_REL_HUMAN.H11MO.0.B	REL	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M07999_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08000_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08001_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08002_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08003_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08004_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08005_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08006_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08007_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELA_M08008_2.00	RELA	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELB_M08161_2.00	RELB	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELB_MA1117.1	RELB	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
RELB_RELB_HUMAN.H11MO.0.C	RELB	Rel homology region (RHR) factors	NF-kappaB-related factors	NF-kappaB p65 subunit-like factors
REST_M07846_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07847_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07848_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07849_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07850_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07851_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07852_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07853_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M07854_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_M08084_2.00	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_MA0138.2	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
REST_REST_HUMAN.H11MO.0.A	REST	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	unclassified
RFX1_MA0509.3	RFX1	forkhead/winged helix factors	RFX-related factors	N/A
RFX1_RFX1_HUMAN.H11MO.0.B	RFX1	forkhead/winged helix factors	RFX-related factors	N/A
RFX2_RFX2_HUMAN.H11MO.0.A	RFX2	forkhead/winged helix factors	RFX-related factors	N/A
RFX3_RFX3_HUMAN.H11MO.0.B	RFX3	forkhead/winged helix factors	RFX-related factors	N/A
RFX5_M08009_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	N/A
RFX5_M08010_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	N/A
RFX5_M08011_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	N/A
RFX5_M08012_2.00	RFX5	forkhead/winged helix factors	RFX-related factors	N/A
RFX5_RFX5_HUMAN.H11MO.0.A	RFX5	forkhead/winged helix factors	RFX-related factors	N/A
RORA_RORA_HUMAN.H11MO.0.C	RORA	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	ROR (NR1F)
RORG_RORG_HUMAN.H11MO.0.C	RORG	nuclear receptors with C4 zinc fingers	thyroid hormone receptor-related factors (NR1)	ROR (NR1F)
RUNX1_RUNX1_HUMAN.H11MO.0.A	RUNX1	Runt domain factors	Runt-related factors	N/A
RUNX2_RUNX2_HUMAN.H11MO.0.A	RUNX2	Runt domain factors	Runt-related factors	N/A
RUNX3_MA0684.2	RUNX3	Runt domain factors	Runt-related factors	N/A
RUNX3_RUNX3_HUMAN.H11MO.0.A	RUNX3	Runt domain factors	Runt-related factors	N/A
RXRA_M07993_2.00	RXRA	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
RXRA_M07994_2.00	RXRA	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
RXRA_RXRA_HUMAN.H11MO.0.A	RXRA	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
RXRB_RXRB_HUMAN.H11MO.0.C	RXRB	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
RXRG_RXRG_HUMAN.H11MO.0.B	RXRG	nuclear receptors with C4 zinc fingers	RXR-related receptors (NR2)	retinoid X receptors (NR2B)
SALL4_SALL4_HUMAN.H11MO.0.B	SALL4	C2H2 zinc finger factors	factors with multiple dispersed zinc fingers	Sal-like factors
SCRT1_M08397_2.00	SCRT1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SCRT1_MA0743.2	SCRT1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SCRT2_MA0744.2	SCRT2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SIX1_M08130_2.00	SIX1	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX1_MA1118.1	SIX1	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX1_SIX1_HUMAN.H11MO.0.A	SIX1	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX2_M08133_2.00	SIX2	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX2_MA1119.1	SIX2	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX2_SIX2_HUMAN.H11MO.0.A	SIX2	homeo domain factors	HD-SINE factors	SIX1-like factors
SIX5_M08208_2.00	SIX5	homeo domain factors	HD-SINE factors	SIX4-like factors
SIX5_M08209_2.00	SIX5	homeo domain factors	HD-SINE factors	SIX4-like factors
SMAD2_SMAD2_HUMAN.H11MO.0.A	SMAD2	SMAD/NF-1 DNA-binding domain factors	SMAD factors	regulatory Smads (R-Smad)
SMAD3_SMAD3_HUMAN.H11MO.0.B	SMAD3	SMAD/NF-1 DNA-binding domain factors	SMAD factors	regulatory Smads (R-Smad)
SMAD4_SMAD4_HUMAN.H11MO.0.B	SMAD4	SMAD/NF-1 DNA-binding domain factors	SMAD factors	co-activating Smads (Co-Smad)
SMCA1_SMCA1_HUMAN.H11MO.0.C	SMCA1	tryptophan cluster factors	Myb/SANT domain factors	SMARCA-like factors
SMCA5_SMCA5_HUMAN.H11MO.0.C	SMCA5	tryptophan cluster factors	Myb/SANT domain factors	SMARCA-like factors
SNAI1_M08303_2.00	SNAI1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SNAI1_SNAI1_HUMAN.H11MO.0.C	SNAI1	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SNAI2_MA0745.2	SNAI2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SNAI2_SNAI2_HUMAN.H11MO.0.A	SNAI2	C2H2 zinc finger factors	more than 3 adjacent zinc finger factors	Snail-like factors
SOX10_M08165_2.00	SOX10	high-mobility group (HMG) domain factors	SOX-related factors	group E
SOX10_MA0442.2	SOX10	high-mobility group (HMG) domain factors	SOX-related factors	group E
SOX10_SOX10_HUMAN.H11MO.0.B	SOX10	high-mobility group (HMG) domain factors	SOX-related factors	group E
SOX13_M08166_2.00	SOX13	high-mobility group (HMG) domain factors	SOX-related factors	group D
SOX13_MA1120.1	SOX13	high-mobility group (HMG) domain factors	SOX-related factors	group D
SOX17_SOX17_HUMAN.H11MO.0.C	SOX17	high-mobility group (HMG) domain factors	SOX-related factors	group F
SOX2_MA0143.4	SOX2	high-mobility group (HMG) domain factors	SOX-related factors	group B
SOX2_SOX2_HUMAN.H11MO.0.A	SOX2	high-mobility group (HMG) domain factors	SOX-related factors	group B
SOX3_SOX3_HUMAN.H11MO.0.B	SOX3	high-mobility group (HMG) domain factors	SOX-related factors	group B
SOX4_SOX4_HUMAN.H11MO.0.B	SOX4	high-mobility group (HMG) domain factors	SOX-related factors	group C
SOX5_SOX5_HUMAN.H11MO.0.C	SOX5	high-mobility group (HMG) domain factors	SOX-related factors	group D
SOX9_SOX9_HUMAN.H11MO.0.B	SOX9	high-mobility group (HMG) domain factors	SOX-related factors	group E
SP1_M08096_2.00	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
SP1_M08363_2.00	SP1	C2H2 zinc finger factors	three-zinc finger Krüppel-related factors	Sp1-like factors
